,Unnamed: 0,Simulated River Discharge,Observed River Discharge,Date
765,765,92.1777516190006,29.39999911339023,2003-02-03
766,766,118.76857541246962,29.10000037510413,2003-02-04
767,767,121.29505861684102,28.900000306903383,2003-02-05
768,768,80.32642516553175,29.200001773219544,2003-02-06
769,769,75.44942760814168,28.900000306903383,2003-02-07
770,770,66.98718746579306,28.39999877238647,2003-02-08
771,771,80.16067005874471,27.49999982949812,2003-02-09
772,772,63.537244259968986,27.49999982949812,2003-02-10
773,773,59.552432567359325,27.49999982949812,2003-02-11
774,774,74.797733961826,27.299999761297368,2003-02-12
775,775,75.28454547097563,27.49999982949812,2003-02-13
776,776,77.90740452150523,27.99999863598497,2003-02-14
777,777,70.83295692201824,27.00000102301128,2003-02-15
778,778,70.58536091326262,27.099999693096617,2003-02-16
779,779,66.30863909151142,27.00000102301128,2003-02-17
780,780,48.34038176734746,27.49999982949812,2003-02-18
781,781,68.11192152548713,46.49999812447933,2003-02-19
782,782,103.36613403016317,32.09999867008534,2003-02-20
783,783,77.69767357006042,29.39999911339023,2003-02-21
784,784,69.10693229950087,28.39999877238647,2003-02-22
785,785,80.86914492284619,28.900000306903383,2003-02-23
786,786,86.15247164639001,28.200001432215785,2003-02-24
787,787,75.43082244309414,27.99999863598497,2003-02-25
788,788,64.04661112170118,27.699999897698877,2003-02-26
789,789,66.21922517808069,27.49999982949812,2003-02-27
790,790,69.03682192681445,27.699999897698877,2003-02-28
791,791,59.197330349777786,28.900000306903383,2003-03-01
792,792,58.31210641772483,28.700000238702632,2003-03-02
793,793,64.8304941928765,28.200001432215785,2003-03-03
794,794,66.96486126773603,28.900000306903383,2003-03-04
795,795,61.98987287038891,27.99999863598497,2003-03-05
796,796,62.00422230853406,27.49999982949812,2003-03-06
797,797,71.07517325548444,27.49999982949812,2003-03-07
798,798,85.7409428549312,28.200001432215785,2003-03-08
799,799,101.6242540969044,27.699999897698877,2003-03-09
800,800,91.67250953872762,28.200001432215785,2003-03-10
801,801,88.11382705448797,27.79999856778421,2003-03-11
802,802,99.36195332408758,27.49999982949812,2003-03-12
803,803,82.62819507733795,26.29999942029361,2003-03-13
804,804,65.52076218432003,28.50000017050188,2003-03-14
805,805,67.82541289587553,29.59999918159098,2003-03-15
806,806,87.80206777858899,28.50000017050188,2003-03-16
807,807,75.54543244221095,28.700000238702632,2003-03-17
808,808,55.20672432130875,27.79999856778421,2003-03-18
809,809,68.33767146947727,27.79999856778421,2003-03-19
810,810,84.98227769368246,28.200001432215785,2003-03-20
811,811,83.46984691318283,28.39999877238647,2003-03-21
812,812,80.16242691010697,30.59999952259474,2003-03-22
813,813,80.1887687684206,34.79999822678046,2003-03-23
814,814,70.38397773381861,32.09999867008534,2003-03-24
815,815,64.18695190039689,30.39999945439399,2003-03-25
816,816,64.11054523431903,30.89999826088083,2003-03-26
817,817,79.03209493271825,32.49999880648684,2003-03-27
818,818,69.13582759395591,34.40000081840902,2003-03-28
819,819,52.62649892464465,35.20000109121202,2003-03-29
820,820,53.60873160583103,34.69999955669511,2003-03-30
821,821,57.344463241329386,34.79999822678046,2003-03-31
822,822,50.973258144278006,35.00000102301127,2003-04-01
823,823,53.22065296081628,35.799998567784215,2003-04-02
824,824,54.65303242707038,37.70000057970639,2003-04-03
825,825,55.80569060251613,39.40000252342781,2003-04-04
826,826,46.042758461241,35.799998567784215,2003-04-05
827,827,45.72165841039734,35.40000115941278,2003-04-06
828,828,50.33079615170439,35.20000109121202,2003-04-07
829,829,47.74662056750528,35.40000115941278,2003-04-08
830,830,51.26216744034736,35.599998499583464,2003-04-09
831,831,51.077359771582046,37.30000044330489,2003-04-10
832,832,48.16123748899837,38.70000092071015,2003-04-11
833,833,47.731485456701215,41.400000477405264,2003-04-12
834,834,53.47434884479862,41.400000477405264,2003-04-13
835,835,51.84987241344387,44.09999730607031,2003-04-14
836,836,50.049328921654045,41.499999147490605,2003-04-15
